id,create_time,update_time,total_amount,administrative_region_id,insurance_agent_id,policyholder_id,renew_from_id,vehicle_id,amount_type
582,2023-01-10 15:53:00,2023-01-10 15:53:00,5351.6,298,80,582,,582,数据过高
583,2023-01-10 15:54:00,2023-01-10 15:54:00,5881.0,291,801,583,,583,数据过高
584,2023-01-10 15:56:00,2023-01-10 15:56:00,4161.0,14,208,584,,584,数据过高
585,2023-01-10 15:57:00,2023-01-10 15:57:00,5150.8,336,258,585,,585,数据过高
586,2023-01-10 15:59:00,2023-01-10 15:59:00,10097.0,64,637,586,,586,数据过高
587,2023-01-10 16:01:00,2023-01-10 16:01:00,3443.88,33,682,587,,587,数据过高
588,2023-01-10 16:02:00,2023-01-10 16:02:00,8033.0,363,115,588,,588,数据过高
589,2023-01-10 16:03:00,2023-01-10 16:03:00,8643.0,331,61,589,,589,数据过高
590,2023-01-10 16:05:00,2023-01-10 16:05:00,4008.5,275,849,590,,590,数据过高
591,2023-01-10 16:06:00,2023-01-10 16:06:00,3455.09,276,519,591,,591,数据过高
592,2023-01-10 16:07:00,2023-01-10 16:07:00,4683.0,30,899,592,,592,数据过高
593,2023-01-10 16:10:00,2023-01-10 16:10:00,4513.08,286,446,593,,593,数据过高
594,2023-01-10 16:19:00,2023-01-10 16:19:00,6647.0,105,921,594,,594,数据过高
595,2023-01-10 16:20:00,2023-01-10 16:20:00,3967.0,367,144,595,,595,数据过高
596,2023-01-10 16:21:00,2023-01-10 16:21:00,4685.48,256,992,596,,596,数据过高
597,2023-01-10 16:22:00,2023-01-10 16:22:00,2967.0,234,823,597,,597,数据正常
598,2023-01-10 16:24:00,2023-01-10 16:24:00,5438.8,154,953,598,,598,数据过高
599,2023-01-10 16:25:00,2023-01-10 16:25:00,5510.48,110,116,599,,599,数据过高
600,2023-01-10 16:26:00,2023-01-10 16:26:00,7169.02,269,807,600,,600,数据过高
601,2023-01-10 16:28:00,2023-01-10 16:28:00,3997.0,340,383,601,,601,数据过高
602,2023-01-10 16:30:00,2023-01-10 16:30:00,4454.0,334,4,602,,602,数据过高
603,2023-01-10 16:31:00,2023-01-10 16:31:00,6710.52,13,907,603,,603,数据过高
604,2023-01-10 16:32:00,2023-01-10 16:32:00,7649.0,288,70,604,,604,数据过高
605,2023-01-10 16:34:00,2023-01-10 16:34:00,4690.0,304,240,605,,605,数据过高
606,2023-01-10 16:36:00,2023-01-10 16:36:00,6551.4,336,859,606,,606,数据过高
607,2023-01-10 16:38:00,2023-01-10 16:38:00,4568.0,163,905,607,,607,数据过高
608,2023-01-10 16:40:00,2023-01-10 16:40:00,5189.68,127,190,608,,608,数据过高
609,2023-01-10 16:41:00,2023-01-10 16:41:00,4869.0,341,640,609,,609,数据过高
610,2023-01-10 16:42:00,2023-01-10 16:42:00,3747.0,196,365,610,,610,数据过高
611,2023-01-10 16:44:00,2023-01-10 16:44:00,5060.2,89,175,611,,611,数据过高
612,2023-01-10 16:48:00,2023-01-10 16:48:00,4323.0,319,15,612,,612,数据过高
613,2023-01-10 16:50:00,2023-01-10 16:50:00,3192.0,135,389,613,,613,数据正常
614,2023-01-10 16:53:00,2023-01-10 16:53:00,4387.2,244,88,614,,614,数据过高
615,2023-01-10 16:54:00,2023-01-10 16:54:00,7217.4,382,475,615,,615,数据过高
616,2023-01-10 16:55:00,2023-01-10 16:55:00,3837.0,332,430,616,,616,数据过高
617,2023-01-10 16:56:00,2023-01-10 16:56:00,3980.48,208,814,617,,617,数据过高
618,2023-01-10 16:58:00,2023-01-10 16:58:00,6435.0,207,861,618,,618,数据过高
619,2023-01-10 16:59:00,2023-01-10 16:59:00,5197.0,75,472,619,,619,数据过高
620,2023-01-10 17:00:00,2023-01-10 17:00:00,4947.56,199,833,620,,620,数据过高
621,2023-01-10 17:01:00,2023-01-10 17:01:00,5100.6,142,424,621,,621,数据过高
622,2023-01-10 17:02:00,2023-01-10 17:02:00,4424.0,339,941,622,,622,数据过高
623,2023-01-10 17:03:00,2023-01-10 17:03:00,8353.0,84,492,623,,623,数据过高
624,2023-01-10 17:04:00,2023-01-10 17:04:00,3932.0,182,996,624,,624,数据过高
625,2023-01-10 17:05:00,2023-01-10 17:05:00,5137.0,62,385,625,,625,数据过高
626,2023-01-10 17:06:00,2023-01-10 17:06:00,6983.0,252,192,626,,626,数据过高
627,2023-01-10 17:07:00,2023-01-10 17:07:00,8427.0,278,858,627,,627,数据过高
628,2023-01-10 17:08:00,2023-01-10 17:08:00,3417.56,336,30,628,,628,数据过高
629,2023-01-10 17:12:00,2023-01-10 17:12:00,4239.36,206,356,629,,629,数据过高
630,2023-01-10 17:13:00,2023-01-10 17:13:00,3530.14,295,355,630,,630,数据过高
631,2023-01-10 17:14:00,2023-01-10 17:14:00,3455.09,88,494,631,,631,数据过高
632,2023-01-10 17:16:00,2023-01-10 17:16:00,3085.6,189,913,632,,632,数据正常
633,2023-01-10 17:17:00,2023-01-10 17:17:00,5201.0,9,585,633,,633,数据过高
634,2023-01-10 17:20:00,2023-01-10 17:20:00,3104.0,230,329,634,,634,数据正常
635,2023-01-10 17:22:00,2023-01-10 17:22:00,6262.0,243,157,635,,635,数据过高
636,2023-01-10 17:23:00,2023-01-10 17:23:00,3332.0,89,497,636,,636,数据过高
637,2023-01-10 17:24:00,2023-01-10 17:24:00,3339.0,4,537,637,,637,数据过高
638,2023-01-10 17:25:00,2023-01-10 17:25:00,4803.0,348,210,638,,638,数据过高
639,2023-01-10 17:26:00,2023-01-10 17:26:00,4747.8,306,280,639,,639,数据过高
640,2023-01-10 17:29:00,2023-01-10 17:29:00,8513.0,276,654,640,,640,数据过高
641,2023-01-10 17:30:00,2023-01-10 17:30:00,3721.2,334,70,641,,641,数据过高
642,2023-01-10 17:32:00,2023-01-10 17:32:00,5554.0,375,406,642,,642,数据过高
643,2023-01-10 17:34:00,2023-01-10 17:34:00,10333.0,129,921,643,,643,数据过高
644,2023-01-10 17:35:00,2023-01-10 17:35:00,6551.4,213,491,644,,644,数据过高
645,2023-01-10 17:36:00,2023-01-10 17:36:00,3671.0,138,548,645,,645,数据过高
646,2023-01-10 17:37:00,2023-01-10 17:37:00,4947.56,320,740,646,,646,数据过高
647,2023-01-10 17:42:00,2023-01-10 17:42:00,4857.45,334,822,647,,647,数据过高
648,2023-01-10 17:43:00,2023-01-10 17:43:00,3217.56,298,109,648,,648,数据正常
649,2023-01-10 17:44:00,2023-01-10 17:44:00,4893.36,129,857,649,,649,数据过高
650,2023-01-10 17:50:00,2023-01-10 17:50:00,3304.0,221,274,650,,650,数据过高
651,2023-01-10 17:51:00,2023-01-10 17:51:00,6262.0,255,199,651,,651,数据过高
652,2023-01-10 17:52:00,2023-01-10 17:52:00,3751.6,123,962,652,,652,数据过高
653,2023-01-10 17:54:00,2023-01-10 17:54:00,5060.2,74,792,653,,653,数据过高
654,2023-01-10 17:55:00,2023-01-10 17:55:00,2952.5,295,216,654,,654,数据正常
655,2023-01-10 17:57:00,2023-01-10 17:57:00,9507.0,155,386,655,,655,数据过高
656,2023-01-10 17:58:00,2023-01-10 17:58:00,3788.0,4,719,656,,656,数据过高
657,2023-01-10 18:01:00,2023-01-10 18:01:00,4236.6,354,518,657,,657,数据过高
658,2023-01-10 18:02:00,2023-01-10 18:02:00,7977.0,244,967,658,,658,数据过高
659,2023-01-10 18:03:00,2023-01-10 18:03:00,7217.4,129,143,659,,659,数据过高
660,2023-01-10 18:04:00,2023-01-10 18:04:00,4646.48,352,647,660,,660,数据过高
661,2023-01-10 18:05:00,2023-01-10 18:05:00,6983.0,141,278,661,,661,数据过高
662,2023-01-10 18:06:00,2023-01-10 18:06:00,4732.0,191,280,662,,662,数据过高
663,2023-01-10 18:10:00,2023-01-10 18:10:00,4593.0,169,186,663,,663,数据过高
664,2023-01-10 18:12:00,2023-01-10 18:12:00,7745.0,313,621,664,,664,数据过高
665,2023-01-10 18:13:00,2023-01-10 18:13:00,3530.14,316,496,665,,665,数据过高
666,2023-01-10 18:14:00,2023-01-10 18:14:00,3249.34,84,81,666,,666,数据正常
667,2023-01-10 18:15:00,2023-01-10 18:15:00,4520.91,321,850,667,,667,数据过高
668,2023-01-10 18:18:00,2023-01-10 18:18:00,3570.6,164,530,668,,668,数据过高
669,2023-01-10 18:19:00,2023-01-10 18:19:00,3455.09,230,493,669,,669,数据过高
670,2023-01-10 18:21:00,2023-01-10 18:21:00,8715.0,319,28,670,,670,数据过高
671,2023-01-10 18:22:00,2023-01-10 18:22:00,4910.03,309,758,671,,671,数据过高
672,2023-01-10 18:23:00,2023-01-10 18:23:00,6044.52,37,126,672,,672,数据过高
673,2023-01-10 18:24:00,2023-01-10 18:24:00,3417.56,179,74,673,,673,数据过高
674,2023-01-10 18:26:00,2023-01-10 18:26:00,3927.0,242,283,674,,674,数据过高
675,2023-01-10 18:27:00,2023-01-10 18:27:00,4162.0,187,144,675,,675,数据过高
676,2023-01-10 18:28:00,2023-01-10 18:28:00,4109.88,295,339,676,,676,数据过高
677,2023-01-10 18:29:00,2023-01-10 18:29:00,4286.8,319,724,677,,677,数据过高
678,2023-01-10 18:30:00,2023-01-10 18:30:00,3721.2,306,814,678,,678,数据过高
679,2023-01-10 18:32:00,2023-01-10 18:32:00,7217.4,169,981,679,,679,数据过高
680,2023-01-10 18:33:00,2023-01-10 18:33:00,3767.0,239,804,680,,680,数据过高
681,2023-01-10 18:34:00,2023-01-10 18:34:00,3035.76,339,220,681,,681,数据正常
682,2023-01-10 18:36:00,2023-01-10 18:36:00,4042.6,245,355,682,,682,数据过高
683,2023-01-10 18:37:00,2023-01-10 18:37:00,3570.6,243,810,683,,683,数据过高
684,2023-01-10 18:39:00,2023-01-10 18:39:00,3910.68,182,903,684,,684,数据过高
685,2023-01-10 18:41:00,2023-01-10 18:41:00,5953.0,227,610,685,,685,数据过高
686,2023-01-10 18:44:00,2023-01-10 18:44:00,4488.0,372,303,686,,686,数据过高
687,2023-01-10 18:45:00,2023-01-10 18:45:00,5554.0,62,341,687,,687,数据过高
688,2023-01-10 18:46:00,2023-01-10 18:46:00,10333.0,342,431,688,,688,数据过高
689,2023-01-10 18:47:00,2023-01-10 18:47:00,4969.24,58,890,689,,689,数据过高
690,2023-01-10 18:48:00,2023-01-10 18:48:00,3417.56,76,270,690,,690,数据过高
691,2023-01-10 18:51:00,2023-01-10 18:51:00,5251.2,262,596,691,,691,数据过高
692,2023-01-10 18:52:00,2023-01-10 18:52:00,4083.56,133,694,692,,692,数据过高
693,2023-01-10 18:53:00,2023-01-10 18:53:00,3217.56,13,162,693,,693,数据正常
694,2023-01-10 18:56:00,2023-01-10 18:56:00,3487.04,50,291,694,,694,数据过高
695,2023-01-10 18:58:00,2023-01-10 18:58:00,4387.2,342,403,695,,695,数据过高
696,2023-01-10 18:59:00,2023-01-10 18:59:00,3671.0,214,695,696,,696,数据过高
697,2023-01-10 19:01:00,2023-01-10 19:01:00,3271.0,114,396,697,,697,数据正常
698,2023-01-10 19:02:00,2023-01-10 19:02:00,6945.0,6,321,698,,698,数据过高
699,2023-01-10 19:04:00,2023-01-10 19:04:00,4236.6,254,442,699,,699,数据过高
700,2023-01-10 19:05:00,2023-01-10 19:05:00,5133.0,296,65,700,,700,数据过高
701,2023-01-10 19:06:00,2023-01-10 19:06:00,4910.03,247,733,701,,701,数据过高
702,2023-01-10 19:07:00,2023-01-10 19:07:00,5351.6,12,630,702,,702,数据过高
703,2023-01-10 19:08:00,2023-01-10 19:08:00,6044.52,127,37,703,,703,数据过高
704,2023-01-10 19:09:00,2023-01-10 19:09:00,4395.0,259,919,704,,704,数据过高
705,2023-01-10 19:11:00,2023-01-10 19:11:00,4387.2,56,835,705,,705,数据过高
706,2023-01-10 19:13:00,2023-01-10 19:13:00,3721.2,135,765,706,,706,数据过高
707,2023-01-10 19:14:00,2023-01-10 19:14:00,10333.0,141,591,707,,707,数据过高
708,2023-01-10 19:17:00,2023-01-10 19:17:00,3847.0,12,672,708,,708,数据过高
709,2023-01-10 19:18:00,2023-01-10 19:18:00,3980.48,373,793,709,,709,数据过高
710,2023-01-10 19:20:00,2023-01-10 19:20:00,5251.2,290,781,710,,710,数据过高
711,2023-01-10 19:23:00,2023-01-10 19:23:00,3717.91,208,318,711,,711,数据过高
712,2023-01-10 19:24:00,2023-01-10 19:24:00,4833.0,166,98,712,,712,数据过高
713,2023-01-10 19:25:00,2023-01-10 19:25:00,10097.0,47,960,713,,713,数据过高
714,2023-01-10 19:26:00,2023-01-10 19:26:00,3701.8,289,777,714,,714,数据过高
715,2023-01-10 19:27:00,2023-01-10 19:27:00,9633.0,11,849,715,,715,数据过高
716,2023-01-10 19:32:00,2023-01-10 19:32:00,3609.0,337,169,716,,716,数据过高
717,2023-01-10 19:33:00,2023-01-10 19:33:00,4236.6,130,655,717,,717,数据过高
718,2023-01-10 19:36:00,2023-01-10 19:36:00,4910.03,58,451,718,,718,数据过高
719,2023-01-10 19:37:00,2023-01-10 19:37:00,5132.0,366,498,719,,719,数据过高
720,2023-01-10 19:39:00,2023-01-10 19:39:00,5807.0,240,364,720,,720,数据过高
721,2023-01-10 19:40:00,2023-01-10 19:40:00,9233.0,333,271,721,,721,数据过高
722,2023-01-10 19:41:00,2023-01-10 19:41:00,4257.6,351,961,722,,722,数据过高
723,2023-01-10 19:42:00,2023-01-10 19:42:00,9233.0,211,264,723,,723,数据过高
724,2023-01-10 19:43:00,2023-01-10 19:43:00,4754.0,43,906,724,,724,数据过高
725,2023-01-10 19:44:00,2023-01-10 19:44:00,5377.0,368,169,725,,725,数据过高
726,2023-01-10 19:45:00,2023-01-10 19:45:00,7687.0,155,848,726,,726,数据过高
727,2023-01-10 19:46:00,2023-01-10 19:46:00,4325.68,222,667,727,,727,数据过高
728,2023-01-10 19:50:00,2023-01-10 19:50:00,4137.0,319,607,728,,728,数据过高
729,2023-01-10 19:51:00,2023-01-10 19:51:00,3697.0,239,782,729,,729,数据过高
730,2023-01-10 19:52:00,2023-01-10 19:52:00,5554.0,263,566,730,,730,数据过高
731,2023-01-10 19:54:00,2023-01-10 19:54:00,7085.8,313,358,731,,731,数据过高
732,2023-01-10 19:55:00,2023-01-10 19:55:00,3570.6,365,11,732,,732,数据过高
733,2023-01-10 19:57:00,2023-01-10 19:57:00,4277.0,320,135,733,,733,数据过高
734,2023-01-10 19:58:00,2023-01-10 19:58:00,6987.0,143,220,734,,734,数据过高
735,2023-01-10 19:59:00,2023-01-10 19:59:00,4803.0,107,618,735,,735,数据过高
736,2023-01-10 20:00:00,2023-01-10 20:00:00,3017.56,198,132,736,,736,数据正常
737,2023-01-10 20:01:00,2023-01-10 20:01:00,5100.6,348,465,737,,737,数据过高
738,2023-01-10 20:03:00,2023-01-10 20:03:00,7687.0,175,262,738,,738,数据过高
739,2023-01-10 20:04:00,2023-01-10 20:04:00,9233.0,170,402,739,,739,数据过高
740,2023-01-10 20:09:00,2023-01-10 20:09:00,4286.8,129,969,740,,740,数据过高
741,2023-01-10 20:12:00,2023-01-10 20:12:00,4092.52,367,348,741,,741,数据过高
742,2023-01-10 20:13:00,2023-01-10 20:13:00,3630.48,119,844,742,,742,数据过高
743,2023-01-10 20:15:00,2023-01-10 20:15:00,5377.0,86,370,743,,743,数据过高
744,2023-01-10 20:17:00,2023-01-10 20:17:00,3085.6,245,43,744,,744,数据正常
745,2023-01-10 20:19:00,2023-01-10 20:19:00,4145.0,84,354,745,,745,数据过高
746,2023-01-10 20:20:00,2023-01-10 20:20:00,5103.36,239,860,746,,746,数据过高
747,2023-01-10 20:21:00,2023-01-10 20:21:00,5090.0,220,633,747,,747,数据过高
748,2023-01-10 20:25:00,2023-01-10 20:25:00,5103.36,228,249,748,,748,数据过高
749,2023-01-10 20:26:00,2023-01-10 20:26:00,5639.02,260,990,749,,749,数据过高
750,2023-01-10 20:27:00,2023-01-10 20:27:00,7217.4,28,523,750,,750,数据过高
751,2023-01-10 20:29:00,2023-01-10 20:29:00,3897.0,106,798,751,,751,数据过高
752,2023-01-10 20:30:00,2023-01-10 20:30:00,10097.0,134,621,752,,752,数据过高
753,2023-01-10 20:31:00,2023-01-10 20:31:00,5009.0,321,608,753,,753,数据过高
754,2023-01-10 20:35:00,2023-01-10 20:35:00,4196.14,360,654,754,,754,数据过高
755,2023-01-10 20:37:00,2023-01-10 20:37:00,6710.52,79,791,755,,755,数据过高
756,2023-01-10 20:38:00,2023-01-10 20:38:00,5351.6,78,661,756,,756,数据过高
757,2023-01-10 20:39:00,2023-01-10 20:39:00,6551.4,194,176,757,,757,数据过高
758,2023-01-10 20:40:00,2023-01-10 20:40:00,9217.0,192,331,758,,758,数据过高
759,2023-01-10 20:41:00,2023-01-10 20:41:00,3130.2,62,348,759,,759,数据正常
760,2023-01-10 20:44:00,2023-01-10 20:44:00,2644.1,32,634,760,,760,数据正常
761,2023-01-10 20:46:00,2023-01-10 20:46:00,7390.2,175,383,761,,761,数据过高
762,2023-01-10 20:47:00,2023-01-10 20:47:00,5697.0,196,378,762,,762,数据过高
763,2023-01-10 20:49:00,2023-01-10 20:49:00,4239.36,65,562,763,,763,数据过高
764,2023-01-10 20:50:00,2023-01-10 20:50:00,10497.0,378,566,764,,764,数据过高
765,2023-01-10 20:53:00,2023-01-10 20:53:00,8081.4,259,45,765,,765,数据过高
766,2023-01-10 20:55:00,2023-01-10 20:55:00,4947.56,305,258,766,,766,数据过高
767,2023-01-10 21:01:00,2023-01-10 21:01:00,3929.68,323,653,767,,767,数据过高
768,2023-01-10 21:04:00,2023-01-10 21:04:00,4337.0,300,944,768,,768,数据过高
769,2023-01-10 21:05:00,2023-01-10 21:05:00,8643.0,4,482,769,,769,数据过高
770,2023-01-10 21:08:00,2023-01-10 21:08:00,4488.0,113,642,770,,770,数据过高
771,2023-01-10 21:15:00,2023-01-10 21:15:00,6551.4,364,858,771,,771,数据过高
772,2023-01-10 21:17:00,2023-01-10 21:17:00,7745.0,339,583,772,,772,数据过高
773,2023-01-10 21:18:00,2023-01-10 21:18:00,3620.8,96,383,773,,773,数据过高
774,2023-01-10 21:19:00,2023-01-10 21:19:00,6044.52,265,574,774,,774,数据过高
775,2023-01-10 21:20:00,2023-01-10 21:20:00,4985.09,230,835,775,,775,数据过高
776,2023-01-10 21:22:00,2023-01-10 21:22:00,4059.0,276,546,776,,776,数据过高
777,2023-01-10 21:23:00,2023-01-10 21:23:00,4663.0,61,278,777,,777,数据过高
778,2023-01-10 21:26:00,2023-01-10 21:26:00,4577.0,209,903,778,,778,数据过高
779,2023-01-10 21:29:00,2023-01-10 21:29:00,3479.0,349,976,779,,779,数据过高
780,2023-01-10 21:31:00,2023-01-10 21:31:00,5100.6,216,323,780,,780,数据过高
781,2023-01-10 21:32:00,2023-01-10 21:32:00,5351.6,365,643,781,,781,数据过高
782,2023-01-10 21:33:00,2023-01-10 21:33:00,3618.5,140,894,782,,782,数据过高
783,2023-01-10 21:38:00,2023-01-10 21:38:00,5060.14,319,48,783,,783,数据过高
784,2023-01-10 21:39:00,2023-01-10 21:39:00,7949.8,2,200,784,,784,数据过高
785,2023-01-10 21:41:00,2023-01-10 21:41:00,4947.56,134,86,785,,785,数据过高
786,2023-01-10 21:42:00,2023-01-10 21:42:00,5377.0,307,326,786,,786,数据过高
787,2023-01-10 21:44:00,2023-01-10 21:44:00,4424.0,110,900,787,,787,数据过高
788,2023-01-10 21:45:00,2023-01-10 21:45:00,8517.0,153,901,788,,788,数据过高
789,2023-01-10 21:46:00,2023-01-10 21:46:00,4286.8,280,460,789,,789,数据过高
790,2023-01-10 21:47:00,2023-01-10 21:47:00,4732.0,385,604,790,,790,数据过高
791,2023-01-10 21:48:00,2023-01-10 21:48:00,4121.09,61,514,791,,791,数据过高
792,2023-01-10 21:49:00,2023-01-10 21:49:00,4615.0,271,903,792,,792,数据过高
793,2023-01-10 21:51:00,2023-01-10 21:51:00,3455.09,369,893,793,,793,数据过高
794,2023-01-10 21:52:00,2023-01-10 21:52:00,4196.2,328,695,794,,794,数据过高
795,2023-01-10 21:53:00,2023-01-10 21:53:00,8567.0,2,129,795,,795,数据过高
796,2023-01-10 21:54:00,2023-01-10 21:54:00,5259.0,13,493,796,,796,数据过高
797,2023-01-10 21:57:00,2023-01-10 21:57:00,3983.0,306,275,797,,797,数据过高
798,2023-01-10 22:00:00,2023-01-10 22:00:00,3130.2,379,866,798,,798,数据正常
799,2023-01-10 22:02:00,2023-01-10 22:02:00,3513.0,290,122,799,,799,数据过高
800,2023-01-10 22:04:00,2023-01-10 22:04:00,5527.0,236,316,800,,800,数据过高
801,2023-01-10 22:05:00,2023-01-10 22:05:00,4910.03,266,527,801,,801,数据过高
802,2023-01-10 22:07:00,2023-01-10 22:07:00,4572.0,183,808,802,,802,数据过高
803,2023-01-10 22:08:00,2023-01-10 22:08:00,4092.52,82,590,803,,803,数据过高
804,2023-01-10 22:09:00,2023-01-10 22:09:00,5201.0,122,940,804,,804,数据过高
805,2023-01-10 22:10:00,2023-01-10 22:10:00,3788.0,113,511,805,,805,数据过高
806,2023-01-10 22:12:00,2023-01-10 22:12:00,4943.0,211,449,806,,806,数据过高
807,2023-01-10 22:14:00,2023-01-10 22:14:00,3729.0,24,389,807,,807,数据过高
808,2023-01-10 22:16:00,2023-01-10 22:16:00,4333.0,166,740,808,,808,数据过高
809,2023-01-10 22:17:00,2023-01-10 22:17:00,4454.0,104,689,809,,809,数据过高
810,2023-01-10 22:19:00,2023-01-10 22:19:00,5259.0,92,577,810,,810,数据过高
811,2023-01-10 22:20:00,2023-01-10 22:20:00,3130.2,62,650,811,,811,数据正常
812,2023-01-10 22:21:00,2023-01-10 22:21:00,3530.2,260,564,812,,812,数据过高
813,2023-01-10 22:22:00,2023-01-10 22:22:00,4634.0,84,280,813,,813,数据过高
814,2023-01-10 22:23:00,2023-01-10 22:23:00,5090.0,132,426,814,,814,数据过高
815,2023-01-10 22:25:00,2023-01-10 22:25:00,4083.56,137,364,815,,815,数据过高
816,2023-01-10 22:26:00,2023-01-10 22:26:00,3000.64,254,290,816,,816,数据正常
817,2023-01-10 22:27:00,2023-01-10 22:27:00,7185.0,174,696,817,,817,数据过高
818,2023-01-10 22:30:00,2023-01-10 22:30:00,4732.0,124,65,818,,818,数据过高
819,2023-01-10 22:33:00,2023-01-10 22:33:00,4690.0,172,131,819,,819,数据过高
820,2023-01-10 22:34:00,2023-01-10 22:34:00,3782.06,139,405,820,,820,数据过高
821,2023-01-10 22:35:00,2023-01-10 22:35:00,8217.0,147,943,821,,821,数据过高
822,2023-01-10 22:37:00,2023-01-10 22:37:00,2994.6,87,460,822,,822,数据正常
823,2023-01-10 22:38:00,2023-01-10 22:38:00,9233.0,280,533,823,,823,数据过高
824,2023-01-10 22:39:00,2023-01-10 22:39:00,8353.0,205,563,824,,824,数据过高
825,2023-01-10 22:40:00,2023-01-10 22:40:00,4177.6,13,396,825,,825,数据过高
826,2023-01-10 22:41:00,2023-01-10 22:41:00,4046.03,131,849,826,,826,数据过高
827,2023-01-10 22:42:00,2023-01-10 22:42:00,4320.0,324,426,827,,827,数据过高
828,2023-01-10 22:43:00,2023-01-10 22:43:00,8643.0,265,608,828,,828,数据过高
829,2023-01-10 22:44:00,2023-01-10 22:44:00,4325.68,272,419,829,,829,数据过高
830,2023-01-10 22:45:00,2023-01-10 22:45:00,8513.0,300,569,830,,830,数据过高
831,2023-01-10 22:46:00,2023-01-10 22:46:00,7085.8,168,401,831,,831,数据过高
832,2023-01-10 22:47:00,2023-01-10 22:47:00,6419.8,197,745,832,,832,数据过高
833,2023-01-10 22:48:00,2023-01-10 22:48:00,4088.0,25,377,833,,833,数据过高
834,2023-01-10 22:50:00,2023-01-10 22:50:00,7649.0,365,898,834,,834,数据过高
835,2023-01-10 22:51:00,2023-01-10 22:51:00,4454.0,87,353,835,,835,数据过高
836,2023-01-10 22:56:00,2023-01-10 22:56:00,4286.8,176,175,836,,836,数据过高
837,2023-01-10 22:57:00,2023-01-10 22:57:00,4663.0,6,255,837,,837,数据过高
838,2023-01-10 22:58:00,2023-01-10 22:58:00,8967.0,213,651,838,,838,数据过高
839,2023-01-10 22:59:00,2023-01-10 22:59:00,8643.0,54,156,839,,839,数据过高
840,2023-01-10 23:00:00,2023-01-10 23:00:00,5351.6,213,777,840,,840,数据过高
841,2023-01-10 23:04:00,2023-01-10 23:04:00,7851.0,75,229,841,,841,数据过高
842,2023-01-10 23:06:00,2023-01-10 23:06:00,4985.09,114,468,842,,842,数据过高
843,2023-01-10 23:09:00,2023-01-10 23:09:00,5259.0,192,534,843,,843,数据过高
844,2023-01-10 23:13:00,2023-01-10 23:13:00,5189.68,55,591,844,,844,数据过高
845,2023-01-10 23:17:00,2023-01-10 23:17:00,9667.0,180,550,845,,845,数据过高
846,2023-01-10 23:19:00,2023-01-10 23:19:00,4387.2,69,805,846,,846,数据过高
847,2023-01-10 23:21:00,2023-01-10 23:21:00,5117.0,61,518,847,,847,数据过高
848,2023-01-10 23:22:00,2023-01-10 23:22:00,5639.02,147,825,848,,848,数据过高
849,2023-01-10 23:23:00,2023-01-10 23:23:00,4024.0,213,507,849,,849,数据过高
850,2023-01-10 23:26:00,2023-01-10 23:26:00,7393.0,13,988,850,,850,数据过高
851,2023-01-10 23:33:00,2023-01-10 23:33:00,5398.0,201,484,851,,851,数据过高
852,2023-01-10 23:35:00,2023-01-10 23:35:00,5639.02,237,616,852,,852,数据过高
853,2023-01-10 23:37:00,2023-01-10 23:37:00,5667.0,181,324,853,,853,数据过高
854,2023-01-10 23:39:00,2023-01-10 23:39:00,5777.4,179,962,854,,854,数据过高
855,2023-01-10 23:40:00,2023-01-10 23:40:00,8081.4,319,426,855,,855,数据过高
856,2023-01-10 23:41:00,2023-01-10 23:41:00,5103.36,325,820,856,,856,数据过高
857,2023-01-10 23:44:00,2023-01-10 23:44:00,5457.0,248,943,857,,857,数据过高
858,2023-01-10 23:45:00,2023-01-10 23:45:00,3530.14,159,775,858,,858,数据过高
859,2023-01-10 23:46:00,2023-01-10 23:46:00,3560.0,362,576,859,,859,数据过高
860,2023-01-10 23:47:00,2023-01-10 23:47:00,3906.0,32,480,860,,860,数据过高
861,2023-01-10 23:48:00,2023-01-10 23:48:00,3417.56,300,379,861,,861,数据过高
862,2023-01-10 23:49:00,2023-01-10 23:49:00,3530.14,248,639,862,,862,数据过高
863,2023-01-10 23:50:00,2023-01-10 23:50:00,4387.2,144,68,863,,863,数据过高
864,2023-01-10 23:51:00,2023-01-10 23:51:00,4520.91,292,198,864,,864,数据过高
865,2023-01-10 23:53:00,2023-01-10 23:53:00,5060.14,266,219,865,,865,数据过高
866,2023-01-10 23:54:00,2023-01-10 23:54:00,9633.0,96,790,866,,866,数据过高
867,2023-01-10 23:56:00,2023-01-10 23:56:00,3380.03,119,856,867,,867,数据过高
868,2023-01-10 23:58:00,2023-01-10 23:58:00,3620.8,82,892,868,,868,数据过高
869,2023-01-10 23:59:00,2023-01-10 23:59:00,5912.0,194,438,869,,869,数据过高
870,2023-01-11 00:00:00,2023-01-11 00:00:00,4032.0,362,426,870,,870,数据过高
871,2023-01-11 00:05:00,2023-01-11 00:05:00,4277.0,99,714,871,,871,数据过高
872,2023-01-11 00:06:00,2023-01-11 00:06:00,5527.0,337,794,872,,872,数据过高
873,2023-01-11 00:07:00,2023-01-11 00:07:00,4973.88,360,719,873,,873,数据过高
874,2023-01-11 00:08:00,2023-01-11 00:08:00,6419.8,255,924,874,,874,数据过高
875,2023-01-11 00:09:00,2023-01-11 00:09:00,5017.04,278,250,875,,875,数据过高
876,2023-01-11 00:10:00,2023-01-11 00:10:00,3300.14,30,594,876,,876,数据过高
877,2023-01-11 00:11:00,2023-01-11 00:11:00,7574.52,155,128,877,,877,数据过高
